Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_G,Rated_PG,Rated_PG-13,Rated_R,Rated_UNRATED,Release_Date_01,Release_Date_02,Release_Date_03,Release_Date_04,Release_Date_05,Release_Date_06,Release_Date_07,Release_Date_08,Release_Date_09,Release_Date_10,Release_Date_11,Release_Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
Django Unchained,0,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",2012,8.4,21.311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,425368238,100000000,165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0
Les Misérables,0,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",2012,7.6,14.299000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,441809770,61000000,157,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0
Life of Pi,0,"Gil Netter, Ang Lee and David Womark, Producers",2012,7.9,16.349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,609016565,120000000,127,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Lincoln,0,"Steven Spielberg and Kathleen Kennedy, Producers",2012,7.4,13.719000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275293450,65000000,149,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
Silver Linings Playbook,0,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",2012,7.7,13.231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,236412453,21000000,122,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Zero Dark Thirty,0,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",2012,7.4,11.084000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,132820716,40000000,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
American Hustle,0,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",2013,7.3,9.527000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,251171807,40000000,138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Captain Phillips,0,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",2013,7.8,10.964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95000000,55000000,134,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Dallas Buyers Club,0,"Robbie Brenner and Rachel Winter, Producers",2013,8.0,12.823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,55198285,5000000,117,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0
Gravity,0,"Alfonso Cuarón and David Heyman, Producers",2013,7.7,21.296999999999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,716392705,105000000,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0
Her,0,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",2013,8.0,16.093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,47351251,23000000,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Nebraska,0,"Albert Berger and Ron Yerxa, Producers",2013,7.7,7.329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,17654912,12000000,115,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Philomena,0,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",2013,7.6,7.691,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100129872,12000000,98,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
12 Years a Slave,1,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",2013,8.1,17.342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,187000000,20000000,134,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
The Wolf of Wall Street,0,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",2013,8.2,23.136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,392000694,100000000,180,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
American Sniper,0,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",2014,7.3,12.623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,542307423,58800000,133,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
Birdman or (The Unexpected Virtue of Ignorance),1,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",2014,7.7,24.016,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,103215094,18000000,120,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Boyhood,0,"Richard Linklater and Cathleen Sutherland, Producers",2014,7.9,13.919,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,44349000,4000000,164,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
The Grand Budapest Hotel,0,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",2014,8.1,19.421,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,174600318,30000000,99,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Imitation Game,0,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",2014,8.0,34.808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,233555708,14000000,113,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
Selma,0,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",2014,7.5,6.968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66787908,20000000,127,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Theory of Everything,0,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",2014,7.7,26.253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,123726688,15000000,123,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Whiplash,0,"Jason Blum, Helen Estabrook and David Lancaster, Producers",2014,8.5,26.129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13092000,3300000,107,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
The Big Short,0,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",2015,7.8,13.860999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,133346506,28000000,131,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bridge of Spies,0,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",2015,7.6,17.769000000000002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,165478348,40000000,141,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
Brooklyn,0,"Finola Dwyer and Amanda Posey, Producers",2015,7.5,11.003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62076141,11000000,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mad Max: Fury Road,0,"Doug Mitchell and George Miller, Producers",2015,8.1,21.963,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,378858340,150000000,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Martian,0,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",2015,8.0,27.061999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,630161890,108000000,141,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Revenant,0,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",2015,8.0,18.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,532950503,135000000,156,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0
Room,0,"Ed Guiney, Producer",2015,8.2,13.819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,35401758,6000000,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
Spotlight,1,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",2015,8.1,14.796,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88346473,20000000,129,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
